"Text","Target","Source"
"""hope your bookbags are bulletproof""","2.0","Threat Texts"
"""hundreds of rounds of ammunition,"" ""I'm going to shoot up my school,"" the message reads. ""I'll play some music before I get to the school then blast dancin military style and abba...I hope to take atleast [sic] 15-30 people with me.""","2.0","Threat Texts"
"""hunt her down,"" ""mass murderer,""","2.0","Threat Texts"
"""I am going to kill everyone at Miami Senior High School, Do not go to school if you want, if you don't want to die on Dec. 6, everyone is going to see the anger inside of me,""","2.0","Threat Texts"
"""I am going to shoot the school, like in Texas; be ready,""","2.0","Threat Texts"
"""I am going to shoot you""","2.0","Threat Texts"
"""I am pulling a School Shooting at 1:00 today""","2.0","Threat Texts"
"""I Dalton Barnhart vow to bring fathers m15 to school and kill 7 people at minimum.""","2.0","Threat Texts"
"""I gonna shot [classmate] and his friends, I am tired of them,""","2.0","Threat Texts"
"""I hate this school and everybody in it. Watch out you might be first. On Friday 9-27-19 I will shoot up the school,""","2.0","Threat Texts"
"""I might be the school shooter this year"" ","2.0","Threat Texts"
"""i need help and yes i confess i have been thinking/ planning on shooting up the school just so i can hurt those that hurt me.""","2.0","Threat Texts"
"""I want to run away. School shooting 9-4-19.""","2.0","Threat Texts"
"""I was planning on shooting up your school"", “only to scare them”","2.0","Threat Texts"
"""I will go back and shoot up Westmont High School. I just have to figure out how to get back in.""","2.0","Threat Texts"
"""I will shoot up the school by getting  the Bloods to come to the school"" ""I will shoot you""","2.0","Threat Texts"
"""I will shoot up the school""","2.0","Threat Texts"
"""I’m going to remake Texas at CMS""","2.0","Threat Texts"
"""I’m going to shoot up the school"" and ""#Friday.""","2.0","Threat Texts"
"""if certain criteria are not met.""","2.0","Threat Texts"
"""If yall dont pull up the Oct 5 finna be a mass shooting""","2.0","Threat Texts"
"""If you are reading this... don't come to school on Thursday. You won't regret it"" ","2.0","Threat Texts"
"""If you don't do as you're told, I'm gonna shott you - and yes, I have a gun""","2.0","Threat Texts"
"""if you go to Northwest School be safe tomorrow someone is brining an AR to school","2.0","Threat Texts"
"""if you go to wsms, I feel bad for you"" with gun emojis, ""if you don't want to die, stay home on may 27th friday 2022""","2.0","Threat Texts"
"""if you put your hands on me, see what happens,""","2.0","Threat Texts"
"""I'll be bringing a highpoint to school to shoot the kids that annoy me and I'm explaining how I'm going to do it,"" ""shoot up LPHS,"" ""warn [their] friends,"" saying ""idc who you are."" ""pass through the metal detectors without opening [their] bag."" They planned to go to the teachers' bathroom to load the gun and ""start from there."" ""They will never know,","2.0","Threat Texts"
"""I'll bring back guns"" ""I'll come shoot the school up""","2.0","Threat Texts"
"""I'm at a Jewish school and about to make it everyone's problem,"" ""'The playground is about to turn into a self-defense situation,"" and that he wanted to ""shoot parents coming to pick up their children.""","2.0","Threat Texts"
"""I'm Can't be the only one who want to shoot up my school, not going to do it just a thought.... For all you that responded, it was a joke and I did not mean it.""","2.0","Threat Texts"
"""I'm finna shoot that school up""","2.0","Threat Texts"
"""I'm going to become a school shooter tomorrow""","2.0","Threat Texts"
"""I'm going to shoot everyone tagged.""","2.0","Threat Texts"
"""I'm going to shoot Festus high school students in the name of Kyle Rittenhouse.""","2.0","Threat Texts"
"""I'm going to shoot the school.""","2.0","Threat Texts"
"""I'm going to shoot you""","2.0","Threat Texts"
"""I'm just going to drop my kids off at a police station and then shoot up my kids school.""","2.0","Threat Texts"
"""I'm just letting you know now, stay home tomorrow there will be a school shooting at Simms high school., If you tell anyone but your friends, I'll come and kill all of you.""","2.0","Threat Texts"
"""I'm really over it now...I'm shooting Jordan High School up""","2.0","Threat Texts"
"""I'm shooting up bearden bet on the 5th at breakfast with my dads ar16 or his s&w now ss that an show who ever jus kno ~*****""","2.0","Threat Texts"
"""I'm shooting up LJS tomorrow, if not tomorrow Tuesday""","2.0","Threat Texts"
"""I'm shooting up the school 1-30-20! Hope you die.""","2.0","Threat Texts"
"""I'm so tired of this school. Today at 8th gr lunch end of 7th grade lunch. I'm shooting this school down to da ground.""","2.0","Threat Texts"
"""I'm still deciding whether to shoot that b---- up or not."" ","2.0","Threat Texts"
"""I'm warning all of you that there's gonna be a school shooting on Thursday the 16th of May located at Mooresville High School.""","2.0","Threat Texts"
"""Ima shoot everyone... f*** westbury... ??? school ima shoot that ***** up one day... SMD westbury""","2.0","Threat Texts"
"""Ima shoot the school Feb 26""","2.0","Threat Texts"
"""Ima shoot up the [expletive] school tomorrow.”","2.0","Threat Texts"
"""Imma shoot this (expletive) up on the main campus + Cougar Village on 05/18/22 At 10:30 am.""","2.0","Threat Texts"
"""Jessamine County Schools, be ready Monday."", “you’re the reason im killin [sic] everybody make it stop,” and “send nudes and ill [sic] let you live.”","2.0","Threat Texts"
"""Kill a lot of people""","2.0","Threat Texts"
"""kill at least 30 people""","2.0","Threat Texts"
"""kill kill kill""","2.0","Threat Texts"
"""killing minorities soon""","2.0","Threat Texts"
"""killing the school resource officer and taking his gun, killing the principal and staff"" ","2.0","Threat Texts"
"""KP High School is planning to shoot up the KP Middle School on Friday""","2.0","Threat Texts"
"""let the school shooting begin""","2.0","Threat Texts"
"""lmao so you want to get shot or best (sic) up in the new question?"" ""School shooter is nice to bring back""","2.0","Threat Texts"
"""Mason better watch out""","2.0","Threat Texts"
"""new student"" planned to ""shoot up"" Joseph Lane Middle School","2.0","Threat Texts"
"""nfhs.school.shooting2.0"" , ""Dont (sic) come to school if you wanna live 12/15/2""","2.0","Threat Texts"
"""On God, I'm shooting up South View High School this Friday, and the middle school. Don't come to school this week Friday,"" ""It's up for all you SVHS students.""","2.0","Threat Texts"
"""People from wea dont (sic) go to school on thursday WEA RIDGE MIDDLE SCHOOL they say there is going to be a shooting going on""","2.0","Threat Texts"
"""plan on shooting up the school"" wanted ""everything to go down"" like the 1999 Columbine shooting. ""Killing him""","2.0","Threat Texts"
"""recreate Uvalde""","2.0","Threat Texts"
"""referenced a 'school shooting' on Monday""","2.0","Threat Texts"
"""remember, no one is bullet""","2.0","Threat Texts"
"""revenge""","2.0","Threat Texts"
"""School map...Weapon choice: main assault, secondary glock""","2.0","Threat Texts"
"""school shooter""","2.0","Threat Texts"
"""school shooting Friday 13th""","2.0","Threat Texts"
"""School shooting May 26th""","2.0","Threat Texts"
"""school shooting on Monday"" ","2.0","Threat Texts"
"""School Shooting Today at 1 p.m.""","2.0","Threat Texts"
"""School shooting tomorrow April 5th. I'm done dealing with school everyone will go down tomorrow.""","2.0","Threat Texts"
"""school shooting""","2.0","Threat Texts"
"""See you guys tomorrow"" and angry red faced emojis","2.0","Threat Texts"
"""shoot everyone""","2.0","Threat Texts"
"""shoot everyone""","2.0","Threat Texts"
"""shoot it up""","2.0","Threat Texts"
"""shoot the school up""","2.0","Threat Texts"
"""shoot the school up.""","2.0","Threat Texts"
"""shoot up school on Friday morning during 1st period""","2.0","Threat Texts"
"""shoot up South Windsor High School""","2.0","Threat Texts"
"""shoot up Taylor High School tomorrow""","2.0","Threat Texts"
"""shoot up the school Monday.""","2.0","Threat Texts"
"""shoot up the school""","2.0","Threat Texts"
"""shoot up the school""","2.0","Threat Texts"
"""shoot up the school""","2.0","Threat Texts"
"""shoot up the school""","2.0","Threat Texts"
"""shoot up the school""","2.0","Threat Texts"
"""shoot up the school""","2.0","Threat Texts"
"""shoot up the school""","2.0","Threat Texts"
"""shoot up the school"" and  “I have to draw the dead white girl,” instead of doing his schoolwork, later stating that he just wanted to kill the girl and finish drawing the picture","2.0","Threat Texts"
"""shoot up the school"" and ""i'm gonna shoot you""","2.0","Threat Texts"
"""shoot up the school,""","2.0","Threat Texts"
"""shoot up the school.""","2.0","Threat Texts"
"""shoot up""","2.0","Threat Texts"
"""shoot up""","2.0","Threat Texts"
"""shoot up""","2.0","Threat Texts"
"""shoot up""","2.0","Threat Texts"
"""shoot up""","2.0","Threat Texts"
"""shoot up""","2.0","Threat Texts"
"""shoot up""","2.0","Threat Texts"
"""shoot up"" Dunmore High School ","2.0","Threat Texts"
"""shoot up"" Hoover High School ","2.0","Threat Texts"
"""shoot up"" the high school Monday","2.0","Threat Texts"
"""shoot up"" used","2.0","Threat Texts"
"""shoot up,"" “seven carloads of people were going to come and shoot up the school,”","2.0","Threat Texts"
"""Shooting 10 03.""","2.0","Threat Texts"
"""shooting Nov 14""","2.0","Threat Texts"
"""shooting on Thursday""","2.0","Threat Texts"
"""shooting Sandusky City Schools up all week.""","2.0","Threat Texts"
"""shooting up Benicia High tomorrow"" and ""back to school shopping""","2.0","Threat Texts"
"""Shooting up on the campus on Monday... I like some of you. Try to skip school if you value your life... I don't think you guys are gonna wanna hide at the 900s""","2.0","Threat Texts"
"""shooting up the school tomorrow""","2.0","Threat Texts"
"""shooting up the school""","2.0","Threat Texts"
"""shooting up the school""","2.0","Threat Texts"
"""shooting up""","2.0","Threat Texts"
"""shots fired"" and ""help""","2.0","Threat Texts"
"""since nobody showed up to school today just sat till tomorrow, i'm going to drive past the cafeteria during 3rd lunch and just shoot non stop.""","2.0","Threat Texts"
"""Some of you are alright. Don't go to school tomorrow""","2.0","Threat Texts"
"""someone was going to hurt somebody,""","2.0","Threat Texts"
"""talking about plans to '(shoot) up the school bus then the school,'"" ""The witness also heard them talking about wearing bandanas when they executed their plans.""","2.0","Threat Texts"
"""terrorize Flanagan high""","2.0","Threat Texts"
"""The anonymous post allegedly talked about a student committing a shooting at the school if students did not wear all white.""","2.0","Threat Texts"
"""The boys mentioned wanting to commit a shooting 'like the man that shot up Parkland High'"" and ""The second student asked if he could 'join the shooting.'""","2.0","Threat Texts"
"""the desire of shooting up his school and murdering a person that hurt his friend""","2.0","Threat Texts"
"""the student who heard the threat told school administrators the teen spoke of wearing a trenchcoat the next day and going to the elementary and middle school to shoot them up.""","2.0","Threat Texts"
"""The suspect “apparently had communications with our officers that he might start shooting, and we took it seriously,”""","2.0","Threat Texts"
"""Their goal, police say: kill and injure students and staff.""","2.0","Threat Texts"
"""There has been an Instagram message that was sent to a group of students and which they had said they were going to come and shoot up the school,"" - quote superintendent","2.0","Threat Texts"
"""there is going to be a school shooting and be ready""","2.0","Threat Texts"
"""there will be a school shooting on Sept 25th 2018""","2.0","Threat Texts"
"""There will be a shooting on the 18""","2.0","Threat Texts"
"""there would be a school shooting"" ""the school would need to be placed into lockdown""","2.0","Threat Texts"
"""there would be a shooting Thursday at Alhambra High School""","2.0","Threat Texts"
"""they say I'm the white boy who shoots up schools""","2.0","Threat Texts"
"""This evening some individual(s) have posted on social media that the same type of crime will occur in Bayonne High School tomorrow 12/11/19""","2.0","Threat Texts"
"""thought of planning a school shooting""","2.0","Threat Texts"
"""threatening safety of students""","2.0","Threat Texts"
"""time for Columbine Part 2""","2.0","Threat Texts"
"""tired of getting bullied"" ""shooting up the school on Tuesday at 10am""","2.0","Threat Texts"
"""to kill all of you and your Egyptian friends,"" ""the plot thickens,"" ""keep an eye out""","2.0","Threat Texts"
"""to shoot people""","2.0","Threat Texts"
"""to shoot up the school""","2.0","Threat Texts"
"""Today is a nice day to pull up to a school."" - suspect #1 made this threat","2.0","Threat Texts"
"""told a fellow cafeteria worker that if they ever saw him in his army fatigues, they should leave because he would have an AK-47 that he would use to finish everything and then off' himself.""","2.0","Threat Texts"
"""Tomorrow at 8:45 a.m. I will be shooting up South Doyle Middle. Ready or not."" ""at 845 I will be shooting up south Doyle middle school no matter what I'm goin for ms sauer first""","2.0","Threat Texts"
"""Tomorrow I'm going to do a school shooting at lunch,"" ""I hate my boss. Kill the student with a gun. Roosevelt high school SHOOTING 11-06-2018."" ""I'm going to kill the student and everyone,"" ""Roosevelt high school to Hell. I'm going to shoot at lunch 11 a.m. 11-6-18. Please call the police. Let them know there will be a shooting at the school.""","2.0","Threat Texts"
"""Training for Prom Walk""","2.0","Threat Texts"
"""two separate voicemails were left threatening a shooting at 8:30 a.m. on Monday. One message also included a threat to blow up the school.""","2.0","Threat Texts"
"""vague online rumors of a school shooting threat""","2.0","Threat Texts"
"""wanted to beat the record of 19""","2.0","Threat Texts"
"""watch out kato we will be back tmr""","2.0","Threat Texts"
"""We’re going to shoot up the school. I like you and don’t want you to get hurt.""","2.0","Threat Texts"
"""who's down for shooting up Wheatland High.""","2.0","Threat Texts"
"""Wouldn't go to school tomorrow"". Pictured of funs with caption ""Can't wait to use those""","2.0","Threat Texts"
"""You go to Osborn's park high school I will go there and I will bring a gun then shoot you and all your other friends""","2.0","Threat Texts"
"""You ready for your first and last day of school?""","2.0","Threat Texts"
"""You're going to be on my list... A list for when I shoot up the school.""","2.0","Threat Texts"
"""youve been warned""","2.0","Threat Texts"
", “hope y’all die I’m [sic] shoot 7 teachers every last security guard and 20 students and principal.”","2.0","Threat Texts"
"‘going to shoot up the school on Monday,’","2.0","Threat Texts"
"‘I don’t fight; I shoot,'”","2.0","Threat Texts"
"‘I’m going to shoot you.’","2.0","Threat Texts"
"‘Stand down B**ch! Yo F**kin days are over NOW’ ... ‘Fake to me And DED.'”","2.0","Threat Texts"
"‘you guys better hide. I’m gonna shoot it up’","2.0","Threat Texts"
"“2:00 November 1st colleton county middle school will be shoot up make sure y’all hide y’all little kids before we cap em.”","2.0","Threat Texts"
"“2:30 tmo Essex Tech” ","2.0","Threat Texts"
"“3/1/19 y’all gonna find out whats hiding under these trench coats!"", ""'I got murder on my mind.' - melly"", “Make sure everyone comes to school on friday. It’ll be an exciting day.”","2.0","Threat Texts"
"“All y’all are going to feel bullets.” ""“I’m going to give you time to get out,” then started to count down from ten, the court documents said."" ""‘I’ll wait till the class fills up,’” the affidavit said. “At this time, one student sent a message to administration because they were afraid and hoped they would come and intervene.”""","2.0","Threat Texts"
"“Any kids we see theyre [sic] getting shot,”","2.0","Threat Texts"
"“Apperantly [sic] there are threats of an 11th and 12th grader having a gun on [sic] fondy just didn’t do anything with it so pretty much the school might get shot up tomorrow. So if you, Guys have a choice to not go then don’t.”","2.0","Threat Texts"
"“At 10:00 Am I’m Going To Shoot The School and I’m bringing my dad gun to the school.” and ""Just watch""","2.0","Threat Texts"
"“At 10:30 am a car will drive into as many students as possible as they try to leave. If you try and evacuate them the driver will get out and shoot any student leaving. You have a choice here, you can ignore this email and risk the lives of the students you say you care for, or you can listen to what we are telling you. The only way out is to go out with a BANG.”","2.0","Threat Texts"
"“Aye, I’m finna shoot up Logan High after Thanksgiving break. I will only kill 8 students and 2 teachers. I’ve been getting bullied ever since school started and I’m tired of it, either join me or die too.” The Snapchat message written below indicated, “Repost this!!!!””","2.0","Threat Texts"
"“Ayyy everyone that has my TikTok and goes to (sic) rigby middle school I’m letting you know don’t go to school Monday there is gonna be another shooting I just letting you all know but do anything to not go to school Monday,”","2.0","Threat Texts"
"“Because (I’m) going (to) shoot up the whole school on Monday”","2.0","Threat Texts"
"“Because it could save lives.”, “Don’t go to Parma High School tomorrow friend, we are about to shoot that s--t up alright man?"", “Don’t tell the cops and you will be fine,”","2.0","Threat Texts"
"“Can’t wait for tomorrow shooting. Bay Academy kids watch out.”","2.0","Threat Texts"
"“CHS be ready!!!!!!” “This s--- real!!!!!!! guys.”","2.0","Threat Texts"
"“Coming for Lamesa Middle School”","2.0","Threat Texts"
"“Do you want me to shoot up the school on Monday?” “I’m leaving rn [right now] before the cops search my bag”.","2.0","Threat Texts"
"“Don’t come to school tomorrow I will kill the people.”","2.0","Threat Texts"
"“Don’t go to school on Monday,”","2.0","Threat Texts"
"“Everybody is going to die,”  “I’m going to shoot Nogo high school up February 20, 2020. This is because of the constant bullying from the freshman class. Don’t expect to live. Don’t come if you want to live. Everybody is going to die. Thursday I am shooting up the school. Sorry,” “I don’t want the people I am friends with to come to school. Don’t post it, some people deserve to die.” “I am going to kill at 3rd period. I am sorry. I can’t take it anymore. I must get revenge,”","2.0","Threat Texts"
"“F- everyone that call me ugly I’ll shoot up the school, 12/17/18, 4 period”","2.0","Threat Texts"
"“going to shoot up cheney middle school tomorrow at 12:08 (8th grade lunch.) I will have four people helping.”","2.0","Threat Texts"
"“grab your AR and we can go down to the school and shoot it up.”,  “grab your gun and let’s go shoot up the elementary school,”","2.0","Threat Texts"
"“hey (racial expletive) on January 2 I’m gonna shoot up Shakopee High School… Not catching me lacking.”  ""","2.0","Threat Texts"
"“HHS school shooting tomorrow,”","2.0","Threat Texts"
"“Hi I’m Ashton Smith I’m going to shoot the school on Friday.”","2.0","Threat Texts"
"“I am going to come to school with a gun and make sure I get you first and then everyone else.”","2.0","Threat Texts"
"“I can have the gang, a whole bunch of just people in cars and (expletive), just pull up and then just shoot, just shoot up,","2.0","Threat Texts"
"“I f****** hate [victim’s name], she’s full of so much bull**** that its not even funny, I hope she gets dragged to hell, gets her eye plucked out of her skull and her skull comes back to me so I can put it on my wall as a trophy! I hate her so much I want to do a school shooting and only kill her, it’ll be worth life in prison to even death,” ","2.0","Threat Texts"
"“I feel like school shooting tmrw.” Also saying, “when I sneeze, it’s a signal, go to the bathroom ok,” and continued with “I hope y’all aren’t snitches.”","2.0","Threat Texts"
"“I feel like shooting up the school and then living in solitary confinement for the rest of my days,” “I’m gonna murder someone,” “I’m straight up gonna be a serial killer,” and “I’ve come to the conclusion that I’m a sociopath that doesn’t feel (expletive) and would be happy to kill people,”","2.0","Threat Texts"
"“I hate everything and I’m gonna shoot up our school. Everything is wrong and I wanna hurt someone for it. So I’m finna shoot up the school. Nothing I just hate everything and want everyone to know it.” The text on the 19 was a threat to ""shoot up the school"" ","2.0","Threat Texts"
"“i hate n------ i would kill them if [I] hade to and i shoot up sms and mgm tomorrow.” (bio of account)","2.0","Threat Texts"
"“I need to make this shooting/bombing ... infamous,"" ""I need to get the biggest fatality number I possibly can. I need to make this count. ... I'm learning from past shooters/bombers mistakes, so I don't make the same ones.""","2.0","Threat Texts"
"“I want to shoot up a school for real.”","2.0","Threat Texts"
"“I will shoot up the school at 12:00 be ready,” and, “Everybody will be shoot (sic).”","2.0","Threat Texts"
"“I’m coming to Ithaca High School, I’m shooting the school up... I’m coming for [student’s name] and you, you last. I’m gonna shoot both of y’all. […] 10 o’clock, Ithaca High School.”","2.0","Threat Texts"
"“I’m done talkin to you …” followed by a racial slur.  ","2.0","Threat Texts"
"“I’m going to shoot up the school tomorrow at west creek middle I have been wanting to do this and since it is the end of the year I’m going to do it now. So be ready tomorrow now f***ing joke. I’m anonymous, but I work there just letting you know.”","2.0","Threat Texts"
"“I’m going to shoot up the teacher and the school” ","2.0","Threat Texts"
"“I’m gonna leave and go home, get a gun and come back and shoot everybody.”","2.0","Threat Texts"
"“I’m gonna shoot up the school tomorrow at 0900 hours. Be ready.”","2.0","Threat Texts"
"“I’m gonna shot this school on Friday 11/5/21”","2.0","Threat Texts"
"“I’m in a car parked on Genesee Street with a bomb. There’s going to be a lot of people dead.” “There is a bomb at your school and we will shoot the kids when they get out of the school. That is what you get for not accepting me in ’86.” school employee asked who was calling, and Buchanan said, “If you try to find out I will shoot you.” a bomb on campus similar to “the one Congress is going to get,” ""Stop playing games, you know who this is. I am going to shoot the school. I know the kids are there.""","2.0","Threat Texts"
"“I’m leaving krop cya. Don’t come to school today.”","2.0","Threat Texts"
"“I’m ready to shoot up the school,” with four laughing emojis","2.0","Threat Texts"
"“If school isn’t evacuated tomorrow I will bring a gun and kill as many people as possible 2/4/18”","2.0","Threat Texts"
"“If you go to Northwest School be safe tomorrow someone is bringing an AR to school.”","2.0","Threat Texts"
"“If you live in Clay County or Duval County be safe. It’s an active shooter coming to all yall schools,”","2.0","Threat Texts"
"“IMMA Send SHOtsflying at the school for XXXX” and ” I HOPE I GET LOCKED UP SO I CAN SEE XXXX AND WE CAN BOTH BEAT THE CASE SO THEN BOTH OF US CAN BOOM THE SCHOOL.”","2.0","Threat Texts"
"“infiltrate the school from all entrances” and “start little by little killing people.”
","2.0","Threat Texts"
"“Is dying good? When we first listen the word die, we get scared. However, with all the suffering in this world, I have concluded that dying is something good... I will begin my dream with a mass shooting at the University of Miami."" “I am also planning a mass shooting at the Shenandoah Middle School. I will shoot the kids to the head. I will kill everybody to the head..” ","2.0","Threat Texts"
"“is gonna shoot up the school,” “If y’all report this you could legit get a day off,” ","2.0","Threat Texts"
"“Its [sic] going to be a school shooting at the school Monday” and “I’m tired of u [sic] guys bullying me. I’m going to shoot every one [sic] in my way.”","2.0","Threat Texts"
"“Knock on my door one more time with the police and see what happens to you all. I will shoot up the schools, facts... I will go to Spruce Creek myself, and shoot up that whole school myself, facts.”","2.0","Threat Texts"
"“mass shooting,"" “several military style firearms and explosives.”","2.0","Threat Texts"
"“My children will not come to school on Monday with a mask on, that’s not happening and I will bring every single gun loaded and ready,” ""I’ll see y’all on Monday.”","2.0","Threat Texts"
"“National Shoot Up Your School Day”","2.0","Threat Texts"
"“National Shoot Up Your School Day”","2.0","Threat Texts"
"“National Shoot Up Your School Day”","2.0","Threat Texts"
"“National Shoot Up Your School Day”","2.0","Threat Texts"
"“On my way! School shooter,”","2.0","Threat Texts"
"“revealing new school shooter gun.”","2.0","Threat Texts"
"“school shooter.”, “I hate WJ”(referencing Walter Johnson HS), “Ha, ha, I’m going to shoot up the school”","2.0","Threat Texts"
"“school shooting at 12 p.m.”","2.0","Threat Texts"
"“school shooting Feb. 14 and March 1”","2.0","Threat Texts"
"“school tomorrow”","2.0","Threat Texts"
"“shoot everyone in the school.”","2.0","Threat Texts"
"“shoot that [expletive] up.”","2.0","Threat Texts"
"“shoot the school” or “stab some people.”","2.0","Threat Texts"
"“shoot up Cross,”","2.0","Threat Texts"
"“Shoot Up Feb 14.”","2.0","Threat Texts"
"“shoot up the bus”","2.0","Threat Texts"
"“shoot up the school on Wednesday,”","2.0","Threat Texts"
"“shoot up the school then shoot himself,”","2.0","Threat Texts"
"“shoot up the school,” telling the girl to “hide in the closet because he liked her and she had always been a good friend to him.”","2.0","Threat Texts"
"“shoot up the school” and said he had a gun","2.0","Threat Texts"
"“shoot up”","2.0","Threat Texts"
"“shooting up the school”","2.0","Threat Texts"
"“shooting up”","2.0","Threat Texts"
"“Shooting up” a school, using explosives and referring to other school shootings as “amateurs.”","2.0","Threat Texts"
"“The last red pill 5-17-19 just for me.” written on the single bullet","2.0","Threat Texts"
"“The only question is how many kids are going to die,” and “Suicide by cop is the best way to go.”","2.0","Threat Texts"
"“There is a bomb on Lauderdale Lakes Middle School’s campus and Boyd Anderson’s campus,” the tip read. “There are students lives at stake.” “Imma shoot up Lauderdale Lakes Middle School and Boyd Anderson’s school. This is not a joke.”","2.0","Threat Texts"
"“there would be a shooting today at a school district in Oakland County when school lets out.”","2.0","Threat Texts"
"“This goes to all the girls out there – if you don’t date me, then you’re dead,"" “Get back together with me, or you’re dead,"" “Mess with my a** then you’re dead. Everything, you’re dead.”","2.0","Threat Texts"
"“This is no one of those hoaxes. This is not a joke. I have not been bullied. I have not been misunderstood,’’ the post stated. “I am actually quite popular, and I have not told anybody I am going to do this.”  “I know the lockdown protocols, don’t even bother hiding,’’ it read. “At the beginning of 6th period, at 12:10, I will pull a Glock 17 out of my backpack and unleash hellfire on the lunchroom. I have plenty of ammo too.” ","2.0","Threat Texts"
"“tired of issues” “to shoot up the school.","2.0","Threat Texts"
"“to cause harm”","2.0","Threat Texts"
"“to shoot up Paragould High School.”","2.0","Threat Texts"
"“waiting to blow up a special house,” and “going on a killing spree.”","2.0","Threat Texts"
"“Warning: I’m coming to shoot up West Bloomfield tomorrow, I’m coming for Oakside and some more schools,”","2.0","Threat Texts"
"“Watch out if you go to EV. Some of you are going to die tomorrow,”","2.0","Threat Texts"
"“Watch out, Class of 2023""","2.0","Threat Texts"
"“We’re on our way.”","2.0","Threat Texts"
"“What if all the people that annoyed u / Were dead in front of [u],” the teen wrote. “Wouldnt that feel amazing / To see them beg as i bring my gun closer and closer to them.” “Ya’ll do good to find a good hiding spot on monday.”","2.0","Threat Texts"
"“You go to Winter Springs high school I will come pull you out of school tomorrow,” said one of the texts, followed with, “I’ll shoot anybody who gets in my mother [expletive] way.”","2.0","Threat Texts"
"“You go to Winter Springs high school I will come pull you out of school tomorrow... I’m going with a gun...I’ll shoot anybody who gets in my m***erfu****g way.”","2.0","Threat Texts"
"“You Turner Tech jits bout to be in caskets.” “Naw bra we not doin nun on tt grounds, we catching em went they get out.”","2.0","Threat Texts"
"”to shoot up the school.”","2.0","Threat Texts"
"1. ""I will become a God"" 2.  ""shooting up"" 3. ""I [expletive] hate this [expletive] school. It's pure existence pisses me off. Everybody here needs to die. [Expletive] humanity, [expletive] society, [expletive] life. Soon, I will become a god, and I will release my wrath on this [expletive] school soon."" ","2.0","Threat Texts"
"2nd student's threat: “Everyone going to Reading school tomorrow, please I beg you don’t go to school tomorrow, there is a risk that one of the students will shoot up the school tomorrow just take precaution and DO NOT GO this is important.”","2.0","Threat Texts"
"a document he wrote with a list that read: “1. Pipe bomb, 2. Gun (I have a rifle but it’s a bolt action so it would reload slowly), 3. Ammo, 4. Time and place ... will add more later.”","2.0","Threat Texts"
"A shooting that would take place Wednesday at “phhs.”","2.0","Threat Texts"
"Account Name: “ShootingRHSnext”","2.0","Threat Texts"
"Account username: shooting_up_heritage_middle Account bio:  “IM COMING i am shooting up heritage middle school Thursday, January 23 yourdoneheritage.com.""","2.0","Threat Texts"
"bathroom wall threat: “South Dade shooting 12/6,"" social media message:  “I’m going to kill everyone at Miami Senior High School. Don’t come to school on Monday, Dec. 6, if you don’t want to die. Everybody will see the anger that I have inside me.” Miami Northwestern HS threat: “Don’t go to school tomorrow I will blow up Miami Northwestern Senior High School and you will be the first to die.”","2.0","Threat Texts"
"caption with words that told students to stay at home on Monday if they wanted to be safe.","2.0","Threat Texts"
"claimed to have a hostage at gunpoint inside of Elementary School. He allegedly said he would hurt anyone who tried to enter the school.","2.0","Threat Texts"
"Doesn't specify","2.0","Threat Texts"
"Facebook: a screenshot of a gun with the caption ""don't go to school tmr."" and  “imagine thinking sending someone this is fucking funny. legit school shootings are not a fucjing joke and you’re sick if you joke about them. fuck allegany fr.” Discord: “I’m sure you’ve all heard about the school shooting threat. Good news, the kid got arrested. Bad news, his friends are threatening to shoot up the school tomorrow. I don’t know if it’s a group of kids or if it’s just one, but if it’s a group it’s obviously gonna be more dangerous to go to school tomorrow. I advise you to stay home. Then again, these are just rumors going around. But still, better safe than sorry.” ","2.0","Threat Texts"
"Fourth threat: “The dance tonight will be fun.”","2.0","Threat Texts"
"Going to ""shoot someone""","2.0","Threat Texts"
"going to ""shoot up"" Trion School","2.0","Threat Texts"
"I hate Black people’, ""he called us like cotton pickers and then he called all of us the n-word.""","2.0","Threat Texts"
"I'm shooting up the school don't come""","2.0","Threat Texts"
"included words ""start a school shooting""","2.0","Threat Texts"
"It indicated there was going to be a school shooting between 11 a.m. and 11:35 a.m. at Badger High School. ","2.0","Threat Texts"
"It said, ""I am tired of getting bullied. At 10:30 tomorrow I am going to shoot 20 kids and 4 admin - see you heaven.""","2.0","Threat Texts"
"man called police claiming to have shot his wife then threatened that the high school was next","2.0","Threat Texts"
"","2.0","Threat Texts"
"One the phone with Missouri Department of unemployment he said he was armed and was going to ""shoot the school""","2.0","Threat Texts"
"Part of the threat read: ""going to shoot it up at 11:05 at lunch when I can find everyone lacking.""","2.0","Threat Texts"
"Photo of threat within source: ""Shoot Ed White up""","2.0","Threat Texts"
"Planned to shoot ""up a school"" and ""kids,""","2.0","Threat Texts"
"Post #1: “If you want to live tomorrow I recommend not coming to school. We tired of being bullied and bothered for no reason” “Me and 2 of my friends are coming to kill anyone we see so be ready” “We are going to start at 10:00 Am tomorrow morning” (this post had a handgun in the background of the texts)                            Post #2: “Some more of what we gonna bring.” (this picture had 6 different firearms)","2.0","Threat Texts"
"post: ""Are ya ready [sic] for some Rocori action"" in person: ""I can do whatever I want on social media""","2.0","Threat Texts"
"posted a threat to ""shoot up"" the school on Instagram","2.0","Threat Texts"
"referenced school bullying","2.0","Threat Texts"
